age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
40,Female,Loafers,Footwear,20.23,California,L,Red,Spring,4.0,0,Next Day,1,4,Bank Transfer,Monthly,36-50,30
38,Female,Coat,Outerwear,78.69,California,L,White,Spring,1.7,0,Express,0,14,Cash,Monthly,36-50,30
68,Female,Pants,Clothing,61.33,New York,XL,Red,Fall,2.9,0,Express,0,12,Credit Card,Weekly,66+,7
28,Female,Sandals,Footwear,48.96,Texas,L,Green,Winter,1.8,1,Next Day,1,6,PayPal,Annually,26-35,365
52,Male,Coat,Outerwear,114.16,New York,XL,Green,Spring,3.8,1,Express,1,10,Credit Card,Monthly,51-65,30
19,Male,Shirt,Clothing,130.63,Washington,L,Yellow,Fall,1.6,0,Free Shipping,0,11,Venmo,Annually,18-25,365
53,Female,Skirt,Clothing,282.5,Texas,M,Blue,Spring,4.7,0,Next Day,1,12,PayPal,Annually,51-65,365
21,Male,Sneakers,Footwear,100.89,California,S,Black,Winter,2.0,1,Express,1,10,Cash,Fortnightly,18-25,14
59,Male,Hoodie,Outerwear,248.78,New York,M,Yellow,Summer,1.0,0,Express,1,5,PayPal,Weekly,51-65,7
19,Female,Hat,Accessories,272.9,California,XL,Yellow,Spring,3.9,1,Standard,1,11,PayPal,Fortnightly,18-25,14
56,Male,Hoodie,Outerwear,86.33,Washington,XL,Green,Spring,1.7,0,Standard,1,10,Venmo,Annually,51-65,365
23,Female,Hoodie,Outerwear,51.56,Florida,XL,Yellow,Winter,3.0,0,Express,0,4,Venmo,Annually,18-25,365
40,Male,Belt,Accessories,210.0,Texas,M,Blue,Spring,2.0,0,Next Day,1,6,PayPal,Annually,36-50,365
53,Male,Jacket,Outerwear,152.93,California,S,Black,Summer,3.0,1,Free Shipping,1,8,Cash,Monthly,51-65,30
43,Male,Hoodie,Outerwear,283.07,California,L,Black,Spring,1.5,0,Standard,0,1,Credit Card,Weekly,36-50,7
31,Female,Sunglasses,Accessories,163.9,Florida,L,Red,Fall,1.4,1,Standard,0,7,Cash,Fortnightly,26-35,14
64,Female,Jacket,Outerwear,81.35,Texas,M,Green,Spring,2.2,1,Express,1,8,Venmo,Weekly,51-65,7
51,Female,Pants,Clothing,130.84,Texas,L,Red,Fall,3.2,0,Express,1,11,Bank Transfer,Fortnightly,51-65,14
20,Female,Blouse,Clothing,41.05,California,L,Green,Fall,4.0,1,Next Day,1,14,Bank Transfer,Fortnightly,18-25,14
20,Male,Coat,Outerwear,240.99,Texas,XL,Black,Spring,3.8,0,Standard,1,5,Credit Card,Monthly,18-25,30
67,Female,Scarf,Accessories,180.55,Florida,XL,Green,Winter,4.1,0,Standard,0,8,Venmo,Annually,66+,365
27,Female,Shirt,Clothing,245.33,California,S,Green,Summer,2.9,0,Next Day,1,12,Bank Transfer,Monthly,26-35,30
23,Male,Shirt,Clothing,274.54,New York,XL,Yellow,Fall,3.5,1,Free Shipping,0,4,Cash,Annually,18-25,365
47,Female,Belt,Accessories,244.97,New York,L,Green,Spring,1.4,0,Standard,0,3,PayPal,Fortnightly,36-50,14
62,Male,Blouse,Clothing,216.47,Florida,L,Red,Winter,4.1,0,Free Shipping,1,9,Cash,Annually,51-65,365
53,Female,Belt,Accessories,51.03,New York,M,Black,Winter,2.4,0,Standard,0,2,Credit Card,Fortnightly,51-65,14
21,Male,Skirt,Clothing,239.33,California,L,White,Spring,2.0,0,Express,0,8,Cash,Monthly,18-25,30
18,Female,Sweater,Outerwear,184.97,New York,M,Yellow,Summer,4.0,1,Express,0,14,Bank Transfer,Annually,18-25,365
56,Female,Skirt,Clothing,21.99,Illinois,L,Blue,Fall,2.4,0,Express,1,9,PayPal,Annually,51-65,365
21,Male,Sunglasses,Accessories,38.19,Washington,S,Red,Summer,2.7,1,Free Shipping,1,6,Bank Transfer,Monthly,18-25,30
21,Male,Coat,Outerwear,258.08,Illinois,XL,Yellow,Spring,4.8,1,Express,1,5,Venmo,Monthly,18-25,30
38,Female,Scarf,Accessories,36.76,Washington,M,Yellow,Spring,4.8,0,Free Shipping,1,8,Bank Transfer,Annually,36-50,365
53,Male,Sandals,Footwear,227.73,Illinois,M,Green,Fall,4.3,0,Free Shipping,0,12,PayPal,Fortnightly,51-65,14
64,Male,Belt,Accessories,182.39,Washington,S,Black,Summer,3.2,0,Standard,0,10,Credit Card,Annually,51-65,365
33,Male,Backpack,Accessories,139.17,Florida,M,Blue,Winter,4.7,1,Standard,1,12,Credit Card,Annually,26-35,365
60,Male,Hat,Accessories,152.86,Texas,XL,Black,Spring,4.8,0,Next Day,0,4,Credit Card,Monthly,51-65,30
24,Female,Scarf,Accessories,47.64,Illinois,XL,Green,Spring,4.5,1,Standard,1,14,Cash,Fortnightly,18-25,14
59,Male,Belt,Accessories,250.4,Florida,L,Yellow,Summer,2.2,1,Express,0,15,Credit Card,Monthly,51-65,30
49,Male,Loafers,Footwear,105.41,New York,S,Green,Winter,3.9,1,Free Shipping,1,13,Bank Transfer,Fortnightly,36-50,14
26,Male,Hat,Accessories,280.86,California,XL,Blue,Fall,1.5,1,Next Day,1,10,Venmo,Weekly,26-35,7
57,Female,Backpack,Accessories,112.03,California,M,Blue,Fall,3.9,0,Standard,1,1,Credit Card,Weekly,51-65,7
30,Female,Shirt,Clothing,243.35,California,L,Blue,Spring,2.8,1,Standard,0,1,PayPal,Fortnightly,26-35,14
57,Female,Hat,Accessories,102.68,New York,M,White,Summer,4.8,0,Standard,1,10,Bank Transfer,Weekly,51-65,7
24,Female,Blouse,Clothing,96.38,Illinois,M,Black,Spring,3.4,0,Next Day,0,8,PayPal,Weekly,18-25,7
69,Male,Loafers,Footwear,245.68,Texas,M,Blue,Summer,2.4,1,Standard,1,5,Bank Transfer,Annually,66+,365
49,Female,Backpack,Accessories,293.42,California,XL,Blue,Fall,2.9,1,Free Shipping,0,11,Credit Card,Annually,36-50,365
52,Male,Backpack,Accessories,123.2,Illinois,S,Yellow,Summer,2.8,0,Standard,1,3,Bank Transfer,Fortnightly,51-65,14
60,Male,Sandals,Footwear,121.7,Florida,L,Blue,Winter,4.8,0,Free Shipping,0,7,Venmo,Annually,51-65,365
35,Female,Hoodie,Outerwear,144.68,California,S,Green,Fall,3.0,1,Express,0,1,Bank Transfer,Monthly,26-35,30
41,Female,Sneakers,Footwear,260.23,New York,L,White,Winter,1.6,1,Express,0,3,Bank Transfer,Annually,36-50,365
46,Male,Jacket,Outerwear,249.11,Texas,XL,Blue,Fall,4.2,1,Standard,0,2,Bank Transfer,Annually,36-50,365
31,Female,Sneakers,Footwear,42.21,Washington,XL,Black,Winter,4.6,1,Free Shipping,0,7,PayPal,Weekly,26-35,7
57,Male,Pants,Clothing,85.41,Illinois,M,Blue,Fall,1.7,1,Standard,1,5,Cash,Weekly,51-65,7
41,Male,Jacket,Outerwear,127.45,Washington,S,Black,Summer,3.0,0,Free Shipping,0,2,Credit Card,Monthly,36-50,30
62,Male,Boots,Footwear,292.75,Florida,XL,Green,Spring,2.5,1,Free Shipping,1,4,Credit Card,Fortnightly,51-65,14
36,Female,Sweater,Outerwear,191.29,New York,L,Green,Winter,1.3,1,Free Shipping,1,7,PayPal,Monthly,36-50,30
23,Male,Backpack,Accessories,144.45,Florida,L,White,Fall,1.6,0,Express,1,7,Credit Card,Monthly,18-25,30
21,Female,Sneakers,Footwear,123.76,Florida,L,Green,Winter,3.2,0,Free Shipping,1,13,Cash,Annually,18-25,365
30,Female,Sweater,Outerwear,136.02,California,L,White,Winter,2.4,1,Standard,0,14,Cash,Annually,26-35,365
61,Female,Shirt,Clothing,73.08,Florida,S,Blue,Summer,1.7,1,Standard,1,6,Credit Card,Fortnightly,51-65,14
50,Male,Jacket,Outerwear,113.12,Texas,L,Black,Spring,3.0,0,Next Day,0,5,Venmo,Weekly,36-50,7
42,Female,Skirt,Clothing,296.2,California,M,White,Winter,3.9,1,Next Day,1,9,Credit Card,Weekly,36-50,7
67,Female,Hat,Accessories,204.58,New York,XL,Red,Summer,1.1,0,Express,1,1,Venmo,Annually,66+,365
31,Female,Backpack,Accessories,272.73,California,L,Yellow,Winter,1.6,0,Next Day,0,12,Venmo,Weekly,26-35,7
46,Female,Hoodie,Outerwear,198.29,Texas,M,Yellow,Winter,3.2,1,Standard,0,12,Credit Card,Weekly,36-50,7
68,Female,Belt,Accessories,243.26,Texas,M,Black,Winter,3.8,1,Free Shipping,0,8,Venmo,Annually,66+,365
46,Female,Sandals,Footwear,41.39,Florida,S,Red,Spring,3.05,0,Standard,0,15,Bank Transfer,Weekly,36-50,7
19,Female,Hat,Accessories,145.31,Washington,L,Green,Summer,1.0,1,Free Shipping,1,3,Credit Card,Fortnightly,18-25,14
53,Female,Pants,Clothing,124.94,California,S,Black,Winter,1.9,0,Express,1,9,Cash,Annually,51-65,365
46,Female,Hoodie,Outerwear,220.7,Washington,S,Black,Spring,4.4,1,Express,1,13,PayPal,Weekly,36-50,7
37,Male,Shirt,Clothing,42.04,Washington,XL,Red,Summer,3.0,1,Free Shipping,0,2,Credit Card,Monthly,36-50,30
70,Male,Sandals,Footwear,169.13,Florida,M,Green,Winter,1.6,1,Standard,1,7,PayPal,Monthly,66+,30
39,Female,Sunglasses,Accessories,135.29,Florida,XL,Blue,Winter,2.6,1,Standard,0,13,PayPal,Annually,36-50,365
44,Female,Sweater,Outerwear,35.29,Texas,L,Red,Spring,4.1,1,Standard,1,5,Bank Transfer,Weekly,36-50,7
64,Female,Jacket,Outerwear,291.95,Washington,M,Red,Spring,3.1,1,Standard,1,6,Bank Transfer,Fortnightly,51-65,14
31,Male,Sweater,Outerwear,280.34,Florida,L,Black,Winter,1.2,0,Next Day,0,3,Venmo,Annually,26-35,365
67,Male,Dress,Clothing,127.73,Florida,L,Green,Spring,4.4,0,Free Shipping,1,4,Cash,Fortnightly,66+,14
44,Male,Jacket,Outerwear,221.65,New York,M,Blue,Summer,4.0,0,Express,1,3,Venmo,Weekly,36-50,7
68,Male,Sandals,Footwear,262.54,Illinois,XL,Blue,Summer,2.5,0,Next Day,0,2,Cash,Weekly,66+,7
38,Female,Hoodie,Outerwear,253.05,California,L,Red,Summer,3.2,0,Free Shipping,0,5,Venmo,Fortnightly,36-50,14
35,Male,Coat,Outerwear,148.87,Washington,M,Yellow,Spring,3.5,1,Free Shipping,0,1,Cash,Fortnightly,26-35,14
43,Female,Scarf,Accessories,205.82,California,S,Yellow,Winter,2.2,1,Express,0,1,PayPal,Annually,36-50,365
32,Male,Sweater,Outerwear,230.03,Texas,S,Red,Fall,3.5,1,Next Day,1,11,Bank Transfer,Fortnightly,26-35,14
40,Male,Pants,Clothing,163.7,Texas,L,Red,Summer,2.4,1,Next Day,0,3,Bank Transfer,Fortnightly,36-50,14
68,Female,Dress,Clothing,74.52,Florida,L,Red,Spring,2.9,1,Express,1,10,PayPal,Annually,66+,365
58,Female,Blouse,Clothing,143.77,Washington,L,Green,Spring,3.1,1,Free Shipping,0,10,Bank Transfer,Fortnightly,51-65,14
70,Female,Sneakers,Footwear,100.93,Illinois,S,White,Summer,2.0,0,Standard,0,2,Venmo,Monthly,66+,30
59,Male,Loafers,Footwear,66.11,Texas,S,Black,Spring,1.2,1,Free Shipping,0,2,Cash,Annually,51-65,365
50,Male,Scarf,Accessories,163.64,Texas,M,Blue,Spring,1.2,0,Standard,1,15,Bank Transfer,Weekly,36-50,7
39,Male,Boots,Footwear,155.37,Florida,XL,Red,Spring,1.7,0,Next Day,0,9,Credit Card,Weekly,36-50,7
65,Female,Backpack,Accessories,182.21,Illinois,L,Green,Spring,2.3,0,Express,1,9,Venmo,Fortnightly,51-65,14
51,Male,Coat,Outerwear,236.53,Florida,S,White,Summer,2.1,1,Express,1,6,PayPal,Annually,51-65,365
55,Male,Belt,Accessories,172.02,Washington,XL,Yellow,Winter,2.2,0,Express,0,15,Cash,Monthly,51-65,30
22,Female,Pants,Clothing,244.74,California,XL,Black,Fall,1.3,0,Next Day,0,10,Bank Transfer,Weekly,18-25,7
23,Male,Shirt,Clothing,118.99,California,XL,Black,Summer,3.0,0,Express,1,3,Credit Card,Monthly,18-25,30
51,Female,Jacket,Outerwear,67.57,New York,L,Red,Spring,3.6,0,Standard,0,12,Venmo,Fortnightly,51-65,14
67,Female,Backpack,Accessories,271.97,Illinois,XL,Blue,Fall,4.1,0,Free Shipping,0,13,Credit Card,Annually,66+,365
70,Female,Sunglasses,Accessories,160.41,New York,M,Yellow,Fall,4.2,0,Free Shipping,0,9,Venmo,Fortnightly,66+,14
19,Male,Jacket,Outerwear,122.87,Florida,L,White,Spring,2.3,1,Next Day,1,12,Venmo,Weekly,18-25,7
54,Male,Hat,Accessories,268.9,Texas,S,White,Winter,2.8,1,Express,0,12,Cash,Fortnightly,51-65,14
61,Male,Pants,Clothing,106.38,California,L,White,Spring,2.0,1,Next Day,0,11,Credit Card,Fortnightly,51-65,14
28,Male,Hat,Accessories,58.0,Illinois,XL,Blue,Winter,4.2,0,Standard,1,2,PayPal,Monthly,26-35,30
34,Female,Belt,Accessories,124.61,Florida,S,White,Summer,4.6,1,Free Shipping,1,10,Credit Card,Annually,26-35,365
56,Male,Coat,Outerwear,206.64,Washington,L,White,Fall,2.8,1,Express,0,12,PayPal,Weekly,51-65,7
57,Male,Dress,Clothing,231.77,California,M,Black,Summer,3.7,0,Express,1,3,PayPal,Monthly,51-65,30
65,Male,Belt,Accessories,148.77,New York,XL,Blue,Fall,2.7,0,Free Shipping,0,15,PayPal,Weekly,51-65,7
26,Female,Sandals,Footwear,66.1,New York,XL,Red,Spring,4.9,1,Free Shipping,0,12,Credit Card,Annually,26-35,365
57,Female,Belt,Accessories,240.95,Florida,XL,Black,Winter,4.1,1,Next Day,0,13,Venmo,Annually,51-65,365
35,Female,Sandals,Footwear,73.07,Illinois,S,Black,Summer,2.7,1,Free Shipping,0,1,Cash,Annually,26-35,365
46,Female,Shirt,Clothing,76.23,Texas,M,Blue,Summer,3.5,1,Standard,0,6,Cash,Weekly,36-50,7
20,Female,Loafers,Footwear,279.15,Washington,S,Black,Winter,1.5,1,Free Shipping,1,11,PayPal,Monthly,18-25,30
46,Male,Skirt,Clothing,204.26,California,L,Red,Spring,2.9,1,Express,1,11,PayPal,Weekly,36-50,7
26,Female,Belt,Accessories,41.35,Florida,S,White,Fall,4.2,1,Express,1,2,Cash,Annually,26-35,365
61,Male,Shirt,Clothing,182.88,Florida,XL,Green,Fall,2.4,0,Express,0,3,Bank Transfer,Fortnightly,51-65,14
25,Male,Sneakers,Footwear,136.86,Texas,L,White,Winter,4.0,1,Express,1,12,Bank Transfer,Monthly,18-25,30
62,Female,Sneakers,Footwear,155.34,Washington,XL,White,Fall,1.4,1,Express,0,10,Bank Transfer,Monthly,51-65,30
70,Male,Dress,Clothing,40.85,Texas,L,Blue,Summer,3.3,1,Free Shipping,1,5,Bank Transfer,Fortnightly,66+,14
27,Male,Dress,Clothing,283.44,California,S,Green,Spring,2.4,0,Next Day,0,15,PayPal,Fortnightly,26-35,14
24,Male,Pants,Clothing,273.22,New York,M,Black,Summer,4.4,1,Next Day,1,1,Bank Transfer,Fortnightly,18-25,14
43,Male,Boots,Footwear,70.47,Illinois,M,Black,Summer,2.9,0,Express,1,5,Venmo,Fortnightly,36-50,14
63,Female,Scarf,Accessories,106.65,Texas,L,Black,Spring,2.1,0,Free Shipping,0,8,PayPal,Weekly,51-65,7
67,Male,Dress,Clothing,23.59,California,M,Green,Winter,3.6,1,Standard,0,11,Credit Card,Annually,66+,365
58,Female,Coat,Outerwear,175.32,New York,XL,Blue,Winter,2.7,0,Standard,1,7,Credit Card,Weekly,51-65,7
59,Male,Scarf,Accessories,259.13,Illinois,XL,Blue,Summer,1.2,1,Next Day,0,11,Cash,Weekly,51-65,7
60,Male,Pants,Clothing,203.93,Washington,S,Yellow,Summer,4.2,0,Express,1,9,Bank Transfer,Monthly,51-65,30
25,Female,Hoodie,Outerwear,216.87,California,M,Red,Winter,4.3,1,Free Shipping,0,13,PayPal,Annually,18-25,365
64,Male,Coat,Outerwear,289.95,New York,L,Red,Spring,5.0,0,Express,0,7,Credit Card,Annually,51-65,365
38,Male,Sweater,Outerwear,284.87,California,L,Blue,Winter,4.4,1,Next Day,1,9,Bank Transfer,Fortnightly,36-50,14
28,Female,Pants,Clothing,53.46,Washington,S,Yellow,Fall,3.4,1,Free Shipping,0,12,Bank Transfer,Weekly,26-35,7
44,Female,Sandals,Footwear,106.17,Washington,XL,Black,Winter,2.9,1,Standard,1,1,Credit Card,Annually,36-50,365
63,Female,Coat,Outerwear,44.79,California,L,Green,Fall,1.1,0,Standard,0,2,Cash,Monthly,51-65,30
58,Female,Sneakers,Footwear,176.2,Texas,S,Red,Fall,2.7,0,Express,0,4,Cash,Annually,51-65,365
19,Male,Backpack,Accessories,204.0,New York,M,Yellow,Fall,1.9,1,Free Shipping,1,3,Credit Card,Annually,18-25,365
40,Male,Sneakers,Footwear,168.44,Florida,L,Blue,Summer,4.4,0,Standard,1,6,Venmo,Weekly,36-50,7
41,Male,Skirt,Clothing,73.65,Florida,S,Green,Summer,5.0,1,Standard,1,15,Venmo,Monthly,36-50,30
58,Male,Boots,Footwear,133.01,New York,L,Red,Winter,2.4,0,Next Day,0,8,Venmo,Annually,51-65,365
37,Male,Jacket,Outerwear,70.52,Texas,XL,Red,Fall,3.0,0,Free Shipping,1,15,Venmo,Annually,36-50,365
40,Male,Pants,Clothing,243.27,California,XL,Red,Summer,1.6,0,Standard,0,15,Credit Card,Annually,36-50,365
22,Female,Sweater,Outerwear,38.26,Illinois,S,Yellow,Spring,3.4,1,Next Day,0,3,PayPal,Annually,18-25,365
32,Male,Jacket,Outerwear,128.48,New York,L,Yellow,Winter,2.6,1,Express,0,2,Bank Transfer,Weekly,26-35,7
31,Male,Boots,Footwear,100.37,California,XL,Red,Summer,3.3,1,Express,1,6,Venmo,Weekly,26-35,7
35,Male,Sneakers,Footwear,235.78,Florida,L,Yellow,Summer,2.5,1,Express,1,2,PayPal,Monthly,26-35,30
63,Female,Hoodie,Outerwear,286.24,Washington,M,White,Fall,3.6,1,Standard,1,4,Bank Transfer,Weekly,51-65,7
30,Male,Skirt,Clothing,68.51,Washington,M,Green,Winter,1.9,0,Standard,0,5,PayPal,Fortnightly,26-35,14
53,Male,Sneakers,Footwear,228.55,New York,M,Yellow,Summer,1.1,0,Standard,0,8,Credit Card,Weekly,51-65,7
48,Male,Skirt,Clothing,264.93,Washington,XL,Green,Summer,1.8,0,Express,0,11,Cash,Fortnightly,36-50,14
33,Male,Sweater,Outerwear,241.27,Washington,S,Blue,Summer,1.7,0,Next Day,1,4,Venmo,Monthly,26-35,30
20,Female,Sneakers,Footwear,162.84,Washington,XL,Red,Spring,4.8,1,Standard,0,15,PayPal,Weekly,18-25,7
58,Female,Belt,Accessories,121.32,Illinois,S,Red,Winter,3.2,1,Express,1,13,PayPal,Annually,51-65,365
21,Male,Blouse,Clothing,227.09,Illinois,XL,Yellow,Summer,1.3,0,Express,0,11,Bank Transfer,Annually,18-25,365
37,Male,Loafers,Footwear,296.79,California,M,Green,Summer,1.6,0,Express,0,1,Credit Card,Monthly,36-50,30
65,Male,Belt,Accessories,20.54,Florida,S,White,Spring,5.0,0,Free Shipping,1,3,Cash,Weekly,51-65,7
26,Female,Pants,Clothing,260.72,Florida,XL,Yellow,Winter,3.5,1,Free Shipping,1,10,PayPal,Monthly,26-35,30
68,Female,Sweater,Outerwear,181.5,Washington,M,Black,Spring,2.0,0,Next Day,1,1,PayPal,Weekly,66+,7
42,Male,Scarf,Accessories,260.26,Illinois,L,Black,Spring,1.5,1,Next Day,1,3,Venmo,Weekly,36-50,7
41,Female,Hoodie,Outerwear,281.5,California,S,White,Spring,1.9,1,Standard,0,13,Cash,Monthly,36-50,30
45,Male,Sunglasses,Accessories,99.6,California,XL,Red,Fall,2.6,0,Standard,0,7,Credit Card,Fortnightly,36-50,14
56,Male,Dress,Clothing,219.81,California,S,Green,Fall,3.9,0,Next Day,1,14,Venmo,Weekly,51-65,7
27,Female,Shirt,Clothing,236.83,Illinois,L,White,Fall,1.1,0,Standard,0,6,Credit Card,Monthly,26-35,30
50,Female,Backpack,Accessories,296.65,California,S,White,Summer,2.6,0,Standard,1,9,Venmo,Annually,36-50,365
54,Female,Boots,Footwear,21.75,Florida,S,White,Winter,1.8,0,Free Shipping,1,2,Credit Card,Fortnightly,51-65,14
42,Female,Hat,Accessories,292.17,California,M,Blue,Spring,5.0,0,Free Shipping,1,13,Cash,Annually,36-50,365
49,Male,Scarf,Accessories,83.79,California,S,Green,Spring,1.5,0,Free Shipping,0,1,Credit Card,Fortnightly,36-50,14
28,Male,Jacket,Outerwear,157.88,New York,M,Yellow,Spring,3.7,1,Standard,1,2,Venmo,Monthly,26-35,30
54,Female,Hoodie,Outerwear,255.18,Illinois,S,Yellow,Summer,4.6,0,Next Day,0,6,Cash,Weekly,51-65,7
20,Male,Backpack,Accessories,167.3,Illinois,L,Black,Summer,4.7,1,Standard,1,14,Bank Transfer,Weekly,18-25,7
21,Male,Belt,Accessories,105.58,New York,S,Black,Spring,1.8,0,Next Day,0,7,Venmo,Annually,18-25,365
51,Male,Belt,Accessories,144.87,Washington,S,Black,Spring,1.9,0,Standard,1,2,Credit Card,Fortnightly,51-65,14
20,Female,Scarf,Accessories,46.1,Texas,S,Red,Spring,4.0,0,Standard,1,8,Venmo,Weekly,18-25,7
20,Female,Sandals,Footwear,285.28,Washington,L,Green,Spring,4.6,0,Express,1,14,Venmo,Weekly,18-25,7
25,Male,Scarf,Accessories,216.59,Florida,S,Yellow,Winter,1.1,0,Standard,1,9,Bank Transfer,Annually,18-25,365
56,Male,Scarf,Accessories,230.05,Illinois,M,White,Winter,4.4,0,Next Day,0,15,Cash,Fortnightly,51-65,14
61,Female,Belt,Accessories,259.42,Florida,M,Green,Winter,1.2,1,Express,0,8,Credit Card,Annually,51-65,365
19,Male,Sunglasses,Accessories,108.52,Illinois,L,Red,Fall,1.6,0,Standard,1,3,Credit Card,Weekly,18-25,7
26,Female,Sweater,Outerwear,38.88,California,S,Black,Fall,3.0,0,Next Day,1,2,Cash,Fortnightly,26-35,14
52,Male,Jacket,Outerwear,269.04,Illinois,XL,White,Winter,2.3,1,Express,1,9,PayPal,Weekly,51-65,7
68,Male,Loafers,Footwear,92.37,Washington,M,Green,Fall,2.0,1,Next Day,0,7,PayPal,Weekly,66+,7
60,Male,Loafers,Footwear,234.26,California,L,Green,Fall,2.8,1,Free Shipping,1,3,Venmo,Weekly,51-65,7
69,Female,Scarf,Accessories,266.19,Illinois,M,Green,Spring,2.3,0,Standard,0,5,Cash,Weekly,66+,7
35,Male,Sneakers,Footwear,219.8,Washington,S,Blue,Winter,2.4,0,Next Day,0,11,Venmo,Fortnightly,26-35,14
44,Male,Skirt,Clothing,86.42,Texas,L,Red,Fall,2.5,1,Express,1,3,Cash,Fortnightly,36-50,14
27,Male,Pants,Clothing,81.76,Texas,S,White,Fall,2.9,0,Express,1,10,Bank Transfer,Weekly,26-35,7
18,Female,Pants,Clothing,129.67,Washington,S,Green,Winter,1.3,0,Standard,0,4,PayPal,Monthly,18-25,30
37,Female,Sweater,Outerwear,44.1,California,L,Yellow,Spring,2.6,1,Express,0,15,PayPal,Fortnightly,36-50,14
32,Female,Shirt,Clothing,206.61,Washington,XL,Yellow,Winter,3.9,1,Free Shipping,1,2,Bank Transfer,Fortnightly,26-35,14
51,Female,Blouse,Clothing,126.95,New York,M,White,Winter,4.5,1,Next Day,0,11,PayPal,Weekly,51-65,7
66,Male,Scarf,Accessories,295.95,Florida,M,White,Winter,2.2,1,Standard,0,3,PayPal,Monthly,66+,30
65,Male,Skirt,Clothing,45.14,Illinois,S,White,Spring,2.6,0,Standard,0,1,Cash,Annually,51-65,365
67,Male,Hat,Accessories,291.14,Florida,S,Yellow,Fall,1.6,0,Free Shipping,0,10,Bank Transfer,Monthly,66+,30
18,Male,Jacket,Outerwear,235.14,Illinois,S,White,Summer,3.5,1,Standard,1,7,Bank Transfer,Annually,18-25,365
26,Female,Boots,Footwear,74.56,Illinois,M,White,Winter,4.3,1,Free Shipping,1,2,PayPal,Monthly,26-35,30
19,Male,Shirt,Clothing,88.21,New York,L,White,Fall,1.7,0,Standard,0,11,PayPal,Annually,18-25,365
61,Female,Scarf,Accessories,142.94,Illinois,XL,Blue,Fall,4.8,0,Next Day,0,1,Cash,Weekly,51-65,7
48,Female,Hoodie,Outerwear,147.67,New York,M,Blue,Winter,3.5,0,Standard,0,6,PayPal,Fortnightly,36-50,14
55,Female,Hat,Accessories,169.83,Illinois,L,Black,Summer,2.5,0,Free Shipping,0,6,Bank Transfer,Monthly,51-65,30
49,Female,Sandals,Footwear,291.54,Texas,XL,Black,Spring,4.1,0,Standard,0,13,PayPal,Annually,36-50,365
39,Male,Coat,Outerwear,116.68,Illinois,XL,Yellow,Spring,3.0,1,Express,1,3,Bank Transfer,Monthly,36-50,30
33,Female,Loafers,Footwear,232.96,Florida,L,Blue,Spring,3.9,0,Next Day,1,15,Venmo,Weekly,26-35,7
18,Female,Pants,Clothing,52.15,California,S,Red,Winter,1.9,0,Express,0,4,Cash,Annually,18-25,365
22,Male,Boots,Footwear,41.92,New York,L,White,Spring,1.7,1,Standard,1,6,Credit Card,Weekly,18-25,7
55,Male,Coat,Outerwear,203.62,California,XL,Green,Spring,4.4,1,Next Day,1,5,Venmo,Weekly,51-65,7
51,Female,Dress,Clothing,293.67,New York,XL,Blue,Winter,2.0,0,Next Day,0,2,PayPal,Monthly,51-65,30
33,Female,Blouse,Clothing,157.48,New York,M,Black,Summer,4.3,0,Standard,0,10,Credit Card,Annually,26-35,365
18,Male,Skirt,Clothing,290.54,Washington,M,Black,Fall,3.3,0,Express,1,13,Bank Transfer,Monthly,18-25,30
54,Male,Boots,Footwear,287.26,Texas,L,White,Spring,2.1,1,Free Shipping,1,13,Venmo,Monthly,51-65,30
43,Male,Hat,Accessories,253.48,Illinois,S,White,Winter,4.3,1,Express,0,8,Cash,Weekly,36-50,7
23,Male,Blouse,Clothing,82.45,Texas,S,Yellow,Spring,4.1,0,Next Day,0,6,Venmo,Weekly,18-25,7
48,Male,Boots,Footwear,205.9,New York,M,Green,Winter,4.9,1,Free Shipping,1,2,Venmo,Fortnightly,36-50,14
59,Male,Sweater,Outerwear,148.66,Florida,S,Black,Fall,1.4,0,Express,1,10,Cash,Weekly,51-65,7
50,Male,Sandals,Footwear,108.23,Texas,S,Green,Fall,1.9,1,Express,0,14,Cash,Annually,36-50,365
43,Male,Belt,Accessories,30.89,Washington,M,Yellow,Summer,1.8,0,Standard,0,6,Cash,Monthly,36-50,30
45,Female,Backpack,Accessories,211.25,California,L,Red,Fall,2.8,0,Standard,0,8,Cash,Annually,36-50,365
20,Male,Backpack,Accessories,161.79,California,XL,Red,Spring,1.8,1,Standard,1,10,Cash,Fortnightly,18-25,14
69,Male,Boots,Footwear,82.92,California,S,Blue,Winter,3.8,0,Next Day,1,14,Bank Transfer,Annually,66+,365
25,Male,Sandals,Footwear,165.92,California,M,Red,Winter,4.8,0,Free Shipping,0,14,Venmo,Weekly,18-25,7
42,Female,Coat,Outerwear,137.94,Florida,XL,Blue,Spring,2.0,1,Next Day,0,2,Credit Card,Fortnightly,36-50,14
29,Female,Sunglasses,Accessories,245.73,Washington,M,Black,Spring,3.7,0,Next Day,0,6,Cash,Fortnightly,26-35,14
69,Female,Loafers,Footwear,162.98,Florida,L,Red,Winter,3.6,1,Express,1,6,Bank Transfer,Fortnightly,66+,14
67,Female,Hoodie,Outerwear,148.65,Illinois,M,Yellow,Winter,2.3,1,Standard,1,10,Bank Transfer,Annually,66+,365
